Year,Latitude,Longitude,Observation Date,State
2008,42.3683,-71.0716,5/22/08 18:15,MA
2008,42.3683,-71.0716,6/16/08 23:30,MA
2008,42.3683,-71.0716,7/7/08 19:15,MA
2008,42.3683,-71.0716,7/8/08 1:00,MA
2008,42.3683,-71.0716,7/8/08 3:15,MA
2008,42.3683,-71.0716,7/8/08 13:15,MA
2008,42.3683,-71.0716,7/11/08 15:30,MA
2008,42.3683,-71.0716,7/11/08 15:30,MA
2008,42.0938,-70.8052,5/22/08 21:30,MA
2008,42.0938,-70.8052,5/26/08 22:00,MA
2008,42.0938,-70.8052,5/27/08 21:30,MA
2008,42.0938,-70.8052,5/31/08 21:30,MA
2008,42.0938,-70.8052,5/31/08 21:30,MA
2008,42.0938,-70.8052,6/3/08 21:30,MA
2008,42.0938,-70.8052,6/7/08 21:00,MA
2008,42.0938,-70.8052,6/12/08 21:00,MA
2008,42.0938,-70.8052,6/14/08 21:30,MA
2008,42.0938,-70.8052,6/14/08 21:30,MA
2008,42.0938,-70.8052,6/14/08 21:30,MA
2008,42.0938,-70.8052,6/19/08 21:30,MA
2008,42.0938,-70.8052,6/19/08 21:30,MA
2008,42.0938,-70.8052,6/25/08 21:45,MA
2008,42.0938,-70.8052,6/25/08 21:45,MA
2008,42.0938,-70.8052,6/25/08 21:45,MA
2008,42.0938,-70.8052,7/5/08 21:15,MA
2008,42.0938,-70.8052,7/5/08 21:15,MA
2008,42.0938,-70.8052,7/5/08 21:15,MA
2008,42.0938,-70.8052,7/7/08 21:30,MA
2008,42.0938,-70.8052,7/9/08 21:30,MA
2008,42.0938,-70.8052,7/9/08 21:30,MA
2008,42.0938,-70.8052,7/9/08 21:30,MA
2008,42.0938,-70.8052,7/14/08 22:00,MA
2008,42.0938,-70.8052,7/14/08 22:00,MA
2008,42.0938,-70.8052,7/14/08 22:00,MA
2008,42.0938,-70.8052,7/19/08 21:30,MA
2008,42.0938,-70.8052,7/19/08 21:30,MA
2008,42.0938,-70.8052,7/24/08 21:00,MA
2008,42.0938,-70.8052,7/26/08 21:00,MA
2008,42.0938,-70.8052,7/28/08 21:00,MA
2008,42.0938,-70.8052,7/31/08 21:00,MA
2008,42.0938,-70.8052,8/6/08 21:00,MA
2008,42.0938,-70.8052,8/11/08 20:30,MA
2008,42.0938,-70.8052,8/17/08 20:45,MA
2008,42.0938,-70.8052,8/23/08 20:45,MA
2009,42.0938,-70.8052,2/9/09 21:00,MA
2009,42.0938,-70.8052,5/5/09 20:00,MA
2009,42.0938,-70.8052,5/19/09 21:00,MA
2009,42.0938,-70.8052,5/31/09 21:30,MA
2009,42.0938,-70.8052,6/1/09 21:00,MA
2009,42.0938,-70.8052,6/3/09 21:00,MA
2009,42.0938,-70.8052,6/3/09 21:00,MA
2009,42.0938,-70.8052,6/8/09 21:00,MA
2009,42.0938,-70.8052,6/8/09 21:00,MA
2009,42.0938,-70.8052,6/9/09 21:00,MA
2009,42.0938,-70.8052,6/15/09 20:30,MA
2009,42.0938,-70.8052,6/15/09 20:30,MA
2009,42.0938,-70.8052,6/15/09 20:30,MA
2009,42.0938,-70.8052,6/16/09 21:30,MA
2009,42.0938,-70.8052,6/18/09 21:30,MA
2009,42.0938,-70.8052,6/18/09 21:30,MA
2009,42.0938,-70.8052,6/21/09 21:30,MA
2009,42.0938,-70.8052,6/21/09 21:30,MA
2009,42.0938,-70.8052,6/21/09 21:30,MA
2009,42.0938,-70.8052,6/26/09 21:30,MA
2009,42.0938,-70.8052,6/26/09 21:30,MA
2009,42.0938,-70.8052,6/26/09 21:30,MA
2009,42.0938,-70.8052,6/28/09 21:30,MA
2009,42.0938,-70.8052,6/28/09 21:30,MA
2009,42.0938,-70.8052,7/5/09 21:30,MA
2009,42.0938,-70.8052,7/5/09 21:30,MA
2009,42.0938,-70.8052,7/8/09 21:00,MA
2009,42.0938,-70.8052,7/8/09 21:00,MA
2009,42.0938,-70.8052,7/8/09 21:00,MA
2009,42.0938,-70.8052,7/13/09 21:30,MA
2009,42.0938,-70.8052,7/15/09 21:45,MA
2009,42.0938,-70.8052,7/20/09 21:30,MA
2009,42.0938,-70.8052,7/24/09 20:45,MA
2009,42.0938,-70.8052,8/2/09 21:00,MA
2009,42.0938,-70.8052,8/6/09 21:00,MA
2009,42.0938,-70.8052,8/10/09 21:00,MA
2009,42.0938,-70.8052,8/17/09 21:00,MA
2010,42.0938,-70.8052,5/2/10 20:00,MA
2010,42.0938,-70.8052,5/5/10 21:00,MA
2010,42.0938,-70.8052,5/14/10 21:00,MA
2010,42.0938,-70.8052,5/15/10 21:00,MA
2010,42.0938,-70.8052,5/24/10 21:30,MA
2010,42.0938,-70.8052,5/25/10 21:30,MA
2010,42.0938,-70.8052,5/25/10 21:30,MA
2010,42.0938,-70.8052,5/28/10 21:30,MA
2010,42.0938,-70.8052,5/28/10 21:30,MA
2010,42.0938,-70.8052,5/30/10 20:30,MA
2010,42.0938,-70.8052,5/30/10 20:30,MA
2010,42.0938,-70.8052,6/7/10 21:30,MA
2010,42.0938,-70.8052,6/7/10 21:30,MA
2010,42.0938,-70.8052,6/7/10 21:30,MA
2010,42.0938,-70.8052,6/10/10 21:30,MA
2010,42.0938,-70.8052,6/10/10 21:30,MA
2010,42.0938,-70.8052,6/10/10 21:30,MA
2010,42.0938,-70.8052,6/18/10 21:30,MA
2010,42.0938,-70.8052,6/18/10 21:30,MA
2010,42.0938,-70.8052,6/18/10 21:30,MA
2010,42.0938,-70.8052,6/26/10 21:00,MA
2010,42.0938,-70.8052,6/26/10 21:00,MA
2010,42.0938,-70.8052,6/26/10 21:00,MA
2010,42.0938,-70.8052,7/5/10 21:30,MA
2010,42.0938,-70.8052,7/12/10 21:30,MA
2010,42.0938,-70.8052,7/16/10 21:15,MA
2010,42.0938,-70.8052,7/16/10 21:15,MA
2010,42.0938,-70.8052,7/19/10 21:30,MA
2010,42.0938,-70.8052,7/22/10 21:15,MA
2011,42.0938,-70.8052,5/3/11 21:00,MA
2011,42.0938,-70.8052,5/14/11 20:30,MA
2011,42.0938,-70.8052,5/20/11 20:45,MA
2011,42.0938,-70.8052,5/28/11 21:45,MA
2011,42.0938,-70.8052,6/2/11 21:45,MA
2011,42.0938,-70.8052,6/6/11 20:45,MA
2011,42.0938,-70.8052,6/6/11 21:15,MA
2011,42.0938,-70.8052,6/24/11 21:00,MA
2011,42.0938,-70.8052,6/24/11 21:00,MA
2011,42.0938,-70.8052,6/28/11 21:30,MA
2011,42.0938,-70.8052,6/28/11 21:30,MA
2011,42.0938,-70.8052,7/1/11 21:00,MA
2011,42.0938,-70.8052,7/1/11 21:00,MA
2011,42.0938,-70.8052,7/1/11 21:00,MA
2011,42.0938,-70.8052,7/5/11 21:00,MA
2011,42.0938,-70.8052,7/5/11 21:00,MA
2011,42.0938,-70.8052,7/11/11 21:15,MA
2011,42.0938,-70.8052,7/11/11 21:15,MA
2011,42.0938,-70.8052,7/15/11 21:30,MA
2011,42.0938,-70.8052,7/19/11 21:15,MA
2011,42.0938,-70.8052,7/27/11 21:00,MA
2011,42.0938,-70.8052,7/27/11 21:00,MA
2011,42.0938,-70.8052,7/31/11 21:15,MA
2012,42.0938,-70.8052,5/12/12 20:30,MA
2012,42.0938,-70.8052,5/19/12 21:00,MA
2012,42.0938,-70.8052,5/26/12 21:30,MA
2012,42.0938,-70.8052,5/29/12 21:00,MA
2012,42.0938,-70.8052,6/5/12 21:15,MA
2012,42.0938,-70.8052,6/8/12 21:00,MA
2012,42.0938,-70.8052,6/8/12 21:00,MA
2012,42.0938,-70.8052,6/8/12 21:00,MA
2012,42.0938,-70.8052,6/11/12 21:30,MA
2012,42.0938,-70.8052,6/11/12 21:30,MA
2012,42.0938,-70.8052,6/11/12 21:30,MA
2012,42.0938,-70.8052,7/1/12 21:15,MA
2012,42.0938,-70.8052,7/1/12 21:15,MA
2012,42.0938,-70.8052,7/9/12 21:15,MA
2012,42.0938,-70.8052,7/9/12 21:15,MA
2012,42.0938,-70.8052,7/16/12 21:15,MA
2012,42.0938,-70.8052,7/20/12 21:00,MA
2012,42.0938,-70.8052,7/26/12 21:00,MA
2013,42.0938,-70.8052,6/2/13 21:00,MA
2013,42.0938,-70.8052,6/10/13 21:00,MA
2013,42.0938,-70.8052,6/14/13 21:00,MA
2013,42.0938,-70.8052,7/11/13 21:00,MA
2013,42.0938,-70.8052,7/11/13 21:00,MA
2013,42.0938,-70.8052,7/20/13 21:15,MA
2013,42.0938,-70.8052,8/2/13 21:00,MA
2014,42.0938,-70.8052,5/18/14 20:45,MA
2014,42.0938,-70.8052,5/27/14 20:30,MA
2014,42.0938,-70.8052,6/2/14 20:45,MA
2014,42.0938,-70.8052,6/4/14 21:00,MA
2014,42.0938,-70.8052,6/9/14 21:00,MA
2014,42.0938,-70.8052,6/16/14 21:00,MA
2014,42.0938,-70.8052,6/16/14 21:00,MA
2014,42.0938,-70.8052,6/16/14 21:00,MA
2014,42.0938,-70.8052,6/19/14 21:15,MA
2014,42.0938,-70.8052,6/19/14 21:15,MA
2014,42.0938,-70.8052,6/19/14 21:15,MA
2014,42.0938,-70.8052,6/23/14 21:30,MA
2014,42.0938,-70.8052,6/23/14 21:30,MA
2014,42.0938,-70.8052,6/23/14 21:30,MA
2014,42.0938,-70.8052,7/2/14 20:45,MA
2014,42.0938,-70.8052,7/2/14 20:45,MA
2014,42.0938,-70.8052,7/2/14 20:45,MA
2014,42.0938,-70.8052,7/4/14 21:00,MA
2014,42.0938,-70.8052,7/8/14 21:00,MA
2014,42.0938,-70.8052,7/8/14 21:00,MA
2014,42.0938,-70.8052,7/16/14 21:00,MA
2014,42.0938,-70.8052,7/16/14 21:00,MA
2014,42.0938,-70.8052,7/21/14 21:00,MA
2014,42.0938,-70.8052,7/21/14 21:00,MA
2014,42.0938,-70.8052,7/25/14 21:00,MA
2014,42.0938,-70.8052,8/1/14 20:45,MA
2014,42.0938,-70.8052,8/4/14 20:30,MA
2014,42.0938,-70.8052,8/9/14 21:30,MA
2014,42.0938,-70.8052,8/9/14 21:30,MA
2014,42.0938,-70.8052,8/17/14 20:30,MA
2014,42.0938,-70.8052,8/20/14 20:15,MA
2015,42.0938,-70.8052,5/18/15 20:30,MA
2015,42.0938,-70.8052,5/24/15 20:45,MA
2015,42.0938,-70.8052,5/29/15 21:15,MA
2015,42.0938,-70.8052,6/2/15 21:00,MA
2015,42.0938,-70.8052,6/9/15 21:00,MA
2015,42.0938,-70.8052,6/9/15 21:00,MA
2015,42.0938,-70.8052,6/17/15 21:00,MA
2015,42.0938,-70.8052,7/1/15 21:00,MA
2015,42.0938,-70.8052,7/1/15 21:00,MA
2015,42.0938,-70.8052,7/3/15 21:00,MA
2015,42.0938,-70.8052,7/20/15 21:45,MA
2015,42.0938,-70.8052,7/25/15 20:45,MA
2015,42.0938,-70.8052,7/28/15 21:45,MA
2015,42.0938,-70.8052,8/3/15 20:45,MA
2016,42.0938,-70.8052,5/12/16 21:00,MA
2016,42.0938,-70.8052,5/20/16 21:00,MA
2016,42.0938,-70.8052,5/25/16 21:00,MA
2016,42.0938,-70.8052,6/1/16 21:00,MA
2016,42.0938,-70.8052,6/8/16 21:00,MA
2016,42.0938,-70.8052,6/9/16 21:30,MA
2016,42.0938,-70.8052,6/15/16 21:30,MA
2016,42.0938,-70.8052,6/15/16 21:30,MA
2016,42.0938,-70.8052,6/20/16 21:00,MA
2016,42.0938,-70.8052,6/24/16 21:15,MA
2016,42.0938,-70.8052,6/24/16 21:15,MA
2016,42.0938,-70.8052,7/4/16 21:00,MA
2016,42.0938,-70.8052,7/4/16 21:00,MA
2016,42.0938,-70.8052,7/14/16 21:15,MA
2016,42.0938,-70.8052,7/14/16 21:15,MA
2016,42.0938,-70.8052,7/19/16 21:00,MA
2016,42.0938,-70.8052,8/1/16 21:00,MA
2017,42.0938,-70.8052,7/25/17 20:45,MA
2008,42.4158,-71.1672,6/11/08 20:00,MA
2008,42.4158,-71.1672,6/20/08 21:00,MA
2008,42.4158,-71.1672,6/30/08 20:30,MA
2008,41.8708,-70.8897,5/2/08 20:45,MA
2008,41.8708,-70.8897,5/24/08 20:45,MA
2008,41.8708,-70.8897,6/9/08 21:15,MA
2008,42.1616,-70.8017,5/18/08 21:30,MA
2008,42.1616,-70.8017,5/30/08 21:45,MA
2008,42.1616,-70.8017,5/30/08 21:45,MA
2008,42.1616,-70.8017,5/30/08 21:45,MA
2008,42.1616,-70.8017,5/31/08 21:45,MA
2008,42.1616,-70.8017,5/31/08 21:45,MA
2008,42.1616,-70.8017,5/31/08 21:45,MA
2008,42.1616,-70.8017,6/1/08 22:00,MA
2008,42.1616,-70.8017,6/1/08 22:00,MA
2008,42.1616,-70.8017,6/1/08 22:00,MA
2008,42.1616,-70.8017,6/3/08 21:30,MA
2008,42.1616,-70.8017,6/3/08 21:30,MA
2008,42.1616,-70.8017,6/3/08 21:30,MA
2008,42.1616,-70.8017,6/4/08 21:30,MA
2008,42.1616,-70.8017,6/5/08 22:30,MA
2008,42.1616,-70.8017,6/8/08 22:00,MA
2008,42.1616,-70.8017,6/10/08 22:45,MA
2008,42.1616,-70.8017,6/11/08 21:30,MA
2008,42.1616,-70.8017,6/11/08 21:30,MA
2008,42.1616,-70.8017,6/16/08 21:15,MA
2008,42.1616,-70.8017,6/17/08 22:30,MA
2008,42.1616,-70.8017,6/20/08 22:30,MA
2008,42.1616,-70.8017,7/22/08 21:30,MA
2008,42.1616,-70.8017,7/26/08 23:30,MA
2008,42.1616,-70.8017,8/4/08 21:00,MA
2008,42.1616,-70.8017,8/13/08 22:15,MA
2009,42.1616,-70.8017,5/22/09 22:45,MA
2009,42.1616,-70.8017,5/22/09 22:45,MA
2009,42.1616,-70.8017,6/1/09 21:30,MA
2009,42.1616,-70.8017,6/3/09 21:30,MA
2009,42.1616,-70.8017,6/14/09 22:00,MA
2009,42.1616,-70.8017,6/20/09 23:00,MA
2009,42.1616,-70.8017,6/20/09 23:00,MA
2008,42.2864,-72.6539,5/26/08 21:00,MA
2008,42.2864,-72.6539,6/2/08 21:15,MA
2008,42.2864,-72.6539,6/9/08 21:00,MA
2008,42.2864,-72.6539,6/9/08 21:00,MA
2008,42.4126,-71.1701,5/25/08 21:00,MA
2008,41.8522,-71.3637,5/27/08 16:00,RI
2008,41.8522,-71.3637,6/9/08 21:15,RI
2008,42.1671,-72.0778,7/1/08 21:15,MA
2008,42.116,-72.503,6/7/08 21:15,MA
2008,42.116,-72.503,6/8/08 5:00,MA
2008,42.116,-72.503,6/15/08 21:45,MA
2008,42.116,-72.503,6/15/08 21:45,MA
2008,42.116,-72.503,7/13/08 21:00,MA
2008,42.3959,-71.135,6/2/08 21:15,MA
2008,42.4213,-71.1633,6/3/08 21:30,MA
2008,42.4213,-71.1633,6/7/08 20:30,MA
2008,42.4213,-71.1633,6/24/08 21:00,MA
2008,42.4213,-71.1633,6/30/08 23:00,MA
2008,42.4213,-71.1633,7/22/08 0:30,MA
2008,44.4067,-68.4287,6/27/08 21:45,ME
2008,44.4067,-68.4287,6/27/08 21:45,ME
2008,44.4067,-68.4287,6/28/08 22:00,ME
2008,44.4067,-68.4287,6/29/08 21:30,ME
2008,44.4067,-68.4287,7/18/08 22:00,ME
2008,44.4067,-68.4287,7/19/08 22:00,ME
2008,44.4067,-68.4287,7/20/08 22:00,ME
2008,44.4067,-68.4287,7/21/08 21:00,ME
2008,42.3346,-71.5861,5/31/08 21:15,MA
2008,42.1083,-71.2042,5/29/08 22:00,MA
2008,42.1182,-71.4316,5/29/08 21:30,MA
2008,42.1182,-71.4316,6/9/08 21:30,MA
2008,42.1182,-71.4316,6/17/08 21:00,MA
2008,42.1182,-71.4316,6/21/08 22:30,MA
2008,42.1182,-71.4316,7/20/08 0:15,MA
2008,42.1182,-71.4316,7/20/08 21:00,MA
2008,42.4286,-72.6703,6/10/08 21:15,MA
2008,42.4286,-72.6703,6/10/08 21:15,MA
2008,42.4286,-72.6703,6/17/08 2:45,MA
2009,42.4286,-72.6703,6/4/09 21:15,MA
2009,42.4286,-72.6703,6/7/09 23:00,MA
2009,42.4286,-72.6703,6/7/09 23:00,MA
2009,42.4286,-72.6703,6/14/09 21:15,MA
2009,42.4286,-72.6703,6/14/09 21:15,MA
2010,42.4286,-72.6703,5/14/10 21:00,MA
2010,42.4286,-72.6703,5/26/10 23:00,MA
2010,42.4286,-72.6703,5/30/10 21:15,MA
2014,42.4286,-72.6703,6/10/14 21:00,MA
2014,42.4286,-72.6703,6/10/14 21:00,MA
2014,42.4286,-72.6703,6/10/14 21:00,MA
2014,42.4286,-72.6703,6/23/14 21:00,MA
2014,42.4286,-72.6703,6/23/14 21:00,MA
2015,42.4286,-72.6703,6/6/15 21:00,MA
2015,42.4286,-72.6703,6/13/15 21:00,MA
2015,42.4286,-72.6703,6/13/15 21:00,MA
2008,42.6236,-70.8836,6/8/08 21:15,MA
2008,42.6236,-70.8836,6/8/08 21:15,MA
2008,42.6236,-70.8836,6/8/08 21:15,MA
2008,42.6236,-70.8836,7/2/08 22:30,MA
2008,42.6236,-70.8836,7/2/08 22:30,MA
2008,41.6997,-69.9619,6/7/08 21:15,MA
2008,41.6997,-69.9619,6/17/08 21:30,MA
2008,41.6997,-69.9619,6/28/08 21:15,MA
2008,41.6997,-69.9619,7/17/08 20:15,MA
2008,41.6997,-69.9619,7/26/08 20:45,MA
2009,41.6997,-69.9619,6/13/09 21:45,MA
2008,42.1901,-71.8437,5/27/08 20:45,MA
2008,42.1901,-71.8437,6/7/08 21:15,MA
2008,42.1901,-71.8437,6/12/08 21:00,MA
2008,42.1901,-71.8437,6/25/08 21:30,MA
2008,42.7161,-72.3436,5/29/08 21:15,MA
2008,42.7161,-72.3436,6/21/08 22:30,MA
2008,42.0378,-71.0656,5/27/08 21:30,MA
2008,42.0378,-71.0656,5/29/08 21:15,MA
2008,42.0378,-71.0656,5/30/08 21:30,MA
2008,42.0378,-71.0656,5/30/08 21:30,MA
2008,42.0378,-71.0656,6/1/08 21:15,MA
2008,42.0378,-71.0656,6/1/08 21:15,MA
2008,42.0378,-71.0656,6/1/08 21:15,MA
2008,42.0378,-71.0656,6/2/08 21:15,MA
2008,42.0378,-71.0656,6/2/08 21:15,MA
2008,42.0378,-71.0656,6/2/08 21:15,MA
2008,42.0378,-71.0656,6/4/08 21:30,MA
2008,42.0378,-71.0656,6/5/08 21:30,MA
2008,42.0378,-71.0656,6/7/08 21:45,MA
2008,42.0378,-71.0656,6/8/08 21:30,MA
2008,42.0378,-71.0656,6/8/08 21:30,MA
2008,42.0378,-71.0656,6/8/08 21:30,MA
2008,42.0378,-71.0656,6/10/08 21:30,MA
2008,42.0378,-71.0656,6/10/08 21:30,MA
2008,42.0378,-71.0656,6/10/08 21:30,MA
2008,42.0378,-71.0656,6/12/08 22:15,MA
2008,42.0378,-71.0656,6/12/08 22:15,MA
2008,42.0378,-71.0656,6/14/08 21:00,MA
2008,42.0378,-71.0656,6/14/08 21:00,MA
2008,42.0378,-71.0656,6/14/08 21:00,MA
2009,42.0378,-71.0656,5/22/09 20:45,MA
2009,42.0378,-71.0656,5/22/09 20:45,MA
2009,42.0378,-71.0656,6/12/09 21:30,MA
2009,42.0378,-71.0656,6/12/09 21:30,MA
2009,42.0378,-71.0656,6/12/09 21:30,MA
2009,41.8522,-71.3637,7/13/09 20:45,RI
2008,37.4005,-122.073,5/28/08 4:00,CA
2008,37.4005,-122.073,5/28/08 4:00,CA
2008,37.4005,-122.073,5/28/08 4:00,CA
2008,42.0296,-70.9177,6/5/08 21:00,MA
2008,42.0296,-70.9177,6/11/08 21:00,MA
2008,42.0296,-70.9177,6/21/08 21:30,MA
2008,42.0296,-70.9177,6/21/08 21:30,MA
2008,42.0296,-70.9177,6/21/08 21:30,MA
2008,42.6116,-70.8373,6/23/08 18:30,MA
2008,42.6116,-70.8373,6/23/08 18:30,MA
2008,42.6116,-70.8373,7/6/08 23:00,MA
2008,42.6116,-70.8373,7/17/08 21:15,MA
2008,42.6116,-70.8373,7/17/08 21:15,MA
2008,42.6508,-70.9253,6/2/08 21:00,MA
2008,42.6508,-70.9253,6/9/08 21:00,MA
2008,42.6508,-70.9253,6/24/08 21:30,MA
2008,42.6508,-70.9253,6/24/08 21:30,MA
2008,42.6508,-70.9253,6/24/08 21:30,MA
2008,42.6508,-70.9253,7/14/08 20:30,MA
2008,42.6508,-70.9253,7/14/08 20:30,MA
2008,42.6508,-70.9253,7/14/08 20:30,MA
2008,42.6508,-70.9253,7/14/08 20:30,MA
2008,42.6508,-70.9253,7/30/08 20:45,MA
2008,42.6508,-70.9253,7/30/08 20:45,MA
2008,42.6508,-70.9253,8/5/08 22:00,MA
2008,42.6508,-70.9253,8/11/08 22:00,MA
2008,42.6508,-70.9253,8/13/08 22:00,MA
2009,42.6508,-70.9253,6/20/09 20:45,MA
2009,42.6508,-70.9253,6/20/09 20:45,MA
2009,42.6508,-70.9253,6/20/09 20:45,MA
2009,42.6508,-70.9253,6/29/09 22:00,MA
2009,42.6508,-70.9253,7/12/09 20:15,MA
2009,42.6508,-70.9253,7/12/09 20:15,MA
2009,42.6508,-70.9253,7/16/09 22:00,MA
2009,42.6508,-70.9253,7/18/09 22:30,MA
2009,42.6508,-70.9253,7/19/09 21:15,MA
2009,42.6508,-70.9253,7/22/09 20:45,MA
2009,42.6508,-70.9253,7/22/09 20:45,MA
2009,42.6508,-70.9253,7/22/09 20:45,MA
2009,42.6508,-70.9253,8/7/09 20:30,MA
2010,42.6508,-70.9253,6/14/10 20:45,MA
2010,42.6508,-70.9253,7/3/10 23:15,MA
2010,42.6508,-70.9253,7/3/10 23:15,MA
2010,42.6508,-70.9253,7/3/10 23:15,MA
2010,42.6508,-70.9253,7/12/10 22:45,MA
2010,42.6508,-70.9253,7/12/10 22:45,MA
2010,42.6508,-70.9253,7/30/10 22:45,MA
2010,42.6508,-70.9253,7/31/10 21:45,MA
2008,42.3748,-71.0613,6/18/08 20:15,MA
2008,42.6643,-71.6625,6/2/08 21:45,MA
2008,42.6643,-71.6625,6/2/08 21:45,MA
2008,42.6643,-71.6625,6/9/08 21:15,MA
2008,42.6643,-71.6625,6/9/08 21:15,MA
2008,42.6643,-71.6625,6/18/08 21:30,MA
2008,42.6643,-71.6625,6/18/08 21:30,MA
2008,42.6643,-71.6625,7/7/08 20:45,MA
2008,42.6643,-71.6625,7/7/08 20:45,MA
2008,42.6643,-71.6625,7/10/08 20:45,MA
2009,42.6643,-71.6625,6/6/09 21:30,MA
2009,42.6643,-71.6625,6/6/09 21:30,MA
2009,42.6643,-71.6625,6/12/09 22:30,MA
2009,42.6643,-71.6625,6/22/09 21:30,MA
2009,42.6643,-71.6625,6/22/09 21:30,MA
2009,42.6643,-71.6625,6/26/09 21:00,MA
2009,42.6643,-71.6625,6/26/09 21:00,MA
2009,42.6643,-71.6625,7/10/09 21:15,MA
2009,42.6643,-71.6625,7/10/09 21:15,MA
2009,42.6643,-71.6625,8/2/09 21:15,MA
2009,42.6643,-71.6625,8/2/09 21:15,MA
2008,42.3723,-71.1039,6/15/08 0:15,MA
2009,42.3723,-71.1039,7/6/09 22:00,MA
2008,42.4413,-71.2398,5/29/08 21:15,MA
2008,42.525,-71.5253,6/5/08 21:45,MA
2008,42.525,-71.5253,6/5/08 21:45,MA
2008,42.525,-71.5253,6/5/08 21:45,MA
2008,42.525,-71.5253,6/12/08 21:30,MA
2008,42.525,-71.5253,6/20/08 22:15,MA
2008,42.525,-71.5253,6/20/08 22:15,MA
2008,42.525,-71.5253,6/20/08 22:15,MA
2008,42.525,-71.5253,6/26/08 22:30,MA
2008,42.525,-71.5253,6/26/08 22:30,MA
2008,42.525,-71.5253,7/5/08 22:45,MA
2008,42.525,-71.5253,7/5/08 22:45,MA
2008,42.525,-71.5253,7/11/08 21:15,MA
2008,42.525,-71.5253,7/11/08 21:15,MA
2008,42.525,-71.5253,7/11/08 21:15,MA
2008,42.525,-71.5253,7/17/08 21:00,MA
2008,42.525,-71.5253,7/17/08 21:00,MA
2008,42.525,-71.5253,8/8/08 21:00,MA
2009,42.525,-71.5253,5/31/09 22:00,MA
2009,42.525,-71.5253,6/7/09 20:45,MA
2009,42.525,-71.5253,6/14/09 22:00,MA
2009,42.525,-71.5253,6/14/09 22:00,MA
2009,42.525,-71.5253,6/14/09 22:00,MA
2009,42.525,-71.5253,6/21/09 21:00,MA
2009,42.525,-71.5253,6/28/09 21:00,MA
2009,42.525,-71.5253,6/28/09 21:00,MA
2009,42.525,-71.5253,6/28/09 21:00,MA
2008,42.4733,-71.1604,6/8/08 22:15,MA
2008,42.4733,-71.1604,6/19/08 21:00,MA
2008,42.4733,-71.1604,7/20/08 22:45,MA
2008,42.4733,-71.1604,8/3/08 20:30,MA
2008,42.7161,-72.3436,6/15/08 2:15,MA
2008,42.0387,-71.0627,6/6/08 21:30,MA
2008,42.0387,-71.0627,6/11/08 21:30,MA
2008,42.0387,-71.0627,6/11/08 21:30,MA
2008,42.0387,-71.0627,6/11/08 21:30,MA
2009,42.678,-72.1891,5/22/09 22:30,MA
2009,42.678,-72.1891,6/12/09 22:15,MA
2009,42.678,-72.1891,6/14/09 21:30,MA
2009,42.678,-72.1891,6/14/09 21:30,MA
2009,42.678,-72.1891,6/14/09 21:30,MA
2009,42.678,-72.1891,6/22/09 23:00,MA
2009,42.678,-72.1891,6/22/09 23:00,MA
2009,42.678,-72.1891,6/22/09 23:00,MA
2009,42.678,-72.1891,7/12/09 22:15,MA
2009,42.678,-72.1891,7/12/09 22:15,MA
2008,42.103,-70.9455,6/3/08 22:45,MA
2008,42.103,-70.9455,6/3/08 22:45,MA
2008,42.103,-70.9455,6/10/08 22:45,MA
2008,42.103,-70.9455,6/18/08 21:30,MA
2008,42.103,-70.9455,6/18/08 21:30,MA
2008,42.103,-70.9455,6/23/08 21:30,MA
2008,42.103,-70.9455,7/2/08 2:00,MA
2008,42.103,-70.9455,7/2/08 2:00,MA
2008,42.5966,-71.6978,6/28/08 21:00,MA
2009,42.5966,-71.6978,6/11/09 23:30,MA
2008,42.4258,-71.3039,5/29/08 21:00,MA
2008,42.4258,-71.3039,6/2/08 21:00,MA
2008,42.4258,-71.3039,6/2/08 21:00,MA
2008,42.4258,-71.3039,6/2/08 21:00,MA
2008,42.4258,-71.3039,6/8/08 21:30,MA
2008,42.4258,-71.3039,6/8/08 21:30,MA
2008,42.4258,-71.3039,8/28/08 14:15,MA
2008,42.5087,-71.0306,6/1/08 20:45,MA
2008,42.5087,-71.0306,6/8/08 21:00,MA
2008,42.5087,-71.0306,6/29/08 21:15,MA
2008,42.5087,-71.0306,7/7/08 21:45,MA
2008,42.5087,-71.0306,8/3/08 22:45,MA
2008,42.5087,-71.0306,8/3/08 22:45,MA
2008,42.0538,-70.675,6/21/08 21:30,MA
2008,42.0538,-70.675,6/22/08 21:30,MA
2008,42.0538,-70.675,6/23/08 22:15,MA
2008,42.0538,-70.675,6/24/08 23:00,MA
2008,42.0538,-70.675,6/26/08 22:00,MA
2008,42.0538,-70.675,6/27/08 22:00,MA
2008,42.0538,-70.675,6/28/08 22:00,MA
2008,42.0538,-70.675,6/29/08 22:00,MA
2008,42.0538,-70.675,6/30/08 21:30,MA
2008,42.0538,-70.675,7/1/08 22:30,MA
2008,42.0538,-70.675,7/15/08 22:00,MA
2008,42.0538,-70.675,7/17/08 21:30,MA
2008,42.0538,-70.675,7/26/08 21:15,MA
2009,42.0538,-70.675,7/5/09 21:00,MA
2009,42.0538,-70.675,7/6/09 21:30,MA
2009,42.0538,-70.675,7/11/09 21:30,MA
2009,42.0538,-70.675,7/11/09 21:30,MA
2009,42.0538,-70.675,7/12/09 22:15,MA
2009,42.0538,-70.675,7/12/09 22:15,MA
