Longitude,Latitude,date
-74.93,39.75,2013-05-27
-74.93,39.75,2013-06-02
-74.93,39.75,2013-06-10
-74.93,39.75,2013-06-16
-74.93,39.75,2013-06-23
-74.93,39.75,2013-06-30
-74.93,39.75,2013-07-08
-74.93,39.75,2013-07-13
-74.93,39.75,2013-07-21
-74.93,39.75,2013-07-28
-74.93,39.75,2013-08-12
-74.93,39.75,2013-08-20
-74.93,39.75,2013-08-25
-74.93,39.75,2013-09-06
-74.93,39.75,2014-05-12
-74.93,39.75,2014-05-18
-74.93,39.75,2014-05-25
-74.93,39.75,2014-06-01
-74.93,39.75,2014-06-14
-74.93,39.75,2014-06-23
-74.93,39.75,2014-06-29
-74.93,39.75,2014-07-21
-74.93,39.75,2014-07-27
-74.93,39.75,2014-08-09
-74.93,39.75,2014-08-24
-74.93,39.75,2014-08-31
-74.93,39.75,2014-09-07
-74.93,39.75,2014-09-15
-74.93,39.75,2015-05-10
-74.93,39.75,2015-05-17
-74.93,39.75,2015-05-25
-74.93,39.75,2015-06-21
-74.93,39.75,2015-07-26
-74.93,39.75,2015-09-01
-74.93,39.75,2015-09-07
-80.26,40.30,2010-06-24
-74.98,39.69,2009-06-21
-74.98,39.69,2009-06-22
-74.98,39.69,2009-06-27
-74.98,39.69,2009-07-01
-74.98,39.69,2009-07-06
-74.98,39.69,2009-07-10
-74.98,39.69,2009-07-14
-74.98,39.69,2009-07-21
-74.98,39.69,2009-07-30
-74.98,39.69,2009-08-11
-74.98,39.69,2009-08-15
-74.98,39.69,2009-09-09
-74.98,39.69,2009-09-27
-74.98,39.69,2010-05-28
-74.98,39.69,2010-05-30
-74.98,39.69,2011-06-20
-74.98,39.69,2011-07-27
-74.98,39.69,2011-08-10
-74.98,39.69,2012-06-11
-74.98,39.69,2012-07-08
-87.95,41.57,2009-06-14
-78.84,42.72,2009-06-16
-78.84,42.72,2009-06-18
-78.84,42.72,2009-07-01
-78.84,42.72,2009-07-02
-78.84,42.72,2009-07-05
-76.86,40.14,2009-06-18
-76.86,40.14,2009-06-23
-76.86,40.14,2009-07-07
-76.86,40.14,2009-08-04
-76.86,40.14,2009-08-16
-76.86,40.14,2009-08-27
-76.86,40.14,2009-09-07
-76.86,40.14,2009-09-23
-79.99,40.36,2009-06-20
-79.99,40.36,2009-06-21
-96.14,30.23,2009-06-15
-96.14,30.23,2009-06-20
-96.14,30.23,2009-06-24
-96.14,30.23,2009-07-02
-83.57,41.70,2009-06-14
-80.18,40.55,2009-07-31
-80.18,40.55,2009-08-16
-97.39,31.10,2009-06-13
-97.39,31.10,2009-06-17
-95.76,29.65,2009-06-15
-95.76,29.65,2009-06-24
-95.76,29.65,2009-07-05
-79.70,40.40,2009-06-23
-79.70,40.40,2009-07-06
-79.70,40.40,2009-07-14
-79.70,40.40,2009-07-30
-98.88,31.18,2009-07-11
-95.76,32.72,2009-06-21
-95.76,32.72,2009-06-30
-95.76,32.72,2009-07-08
-95.76,32.72,2009-08-30
-95.76,32.72,2009-09-05
-97.04,30.92,2010-04-30
-97.04,30.92,2010-05-07
-97.04,30.92,2010-05-10
-97.04,30.92,2010-05-21
-97.04,30.92,2010-09-20
-97.04,30.92,2010-10-08
-80.15,40.51,2009-06-29
-80.15,40.51,2009-08-16
-80.15,40.51,2010-06-15
-80.15,40.51,2010-08-08
-84.46,34.04,2009-08-01
-84.46,34.04,2010-05-02
-84.46,34.04,2010-05-15
-84.46,34.04,2010-08-21
-84.46,34.04,2010-09-13
-84.46,34.04,2011-03-25
-84.46,34.04,2011-04-20
-84.46,34.04,2011-05-12
-84.46,34.04,2011-07-31
-84.46,34.04,2012-03-29
-84.46,34.04,2012-04-28
-84.46,34.04,2014-07-16
-84.46,34.04,2015-04-18
-84.46,34.04,2015-04-21
-84.46,34.04,2015-05-09
-84.46,34.04,2015-07-20
-81.45,39.31,2009-06-15
-81.45,39.31,2009-06-21
-81.45,39.31,2009-06-28
-81.45,39.31,2009-07-05
-81.45,39.31,2009-07-13
-81.45,39.31,2010-06-01
-81.45,39.31,2010-06-06
-81.45,39.31,2010-06-08
-81.45,39.31,2010-07-03
-81.45,39.31,2011-06-08
-80.05,40.50,2009-06-15
-97.66,32.68,2009-06-16
-97.66,32.68,2009-06-24
-97.66,32.68,2009-06-30
-97.66,32.68,2009-07-07
-97.66,32.68,2009-07-26
-97.66,32.68,2010-05-16
-97.66,32.68,2010-05-31
-97.66,32.68,2010-06-06
-87.42,41.55,2009-06-15
-78.55,42.11,2009-06-22
-78.55,42.11,2009-07-05
-79.90,40.14,2009-06-16
-79.90,40.14,2009-07-11
-79.90,40.14,2009-07-18
-79.90,40.14,2009-08-01
-79.90,40.14,2009-08-15
-79.90,40.14,2009-08-22
-79.90,40.14,2009-08-29
-79.90,40.14,2010-06-12
-79.90,40.14,2010-07-10
-79.90,40.14,2010-07-17
-79.90,40.14,2010-07-31
-79.90,40.14,2010-08-09
-79.90,40.14,2011-06-18
-79.90,40.14,2011-07-16
-79.90,40.14,2011-07-24
-79.90,40.14,2011-07-30
-79.90,40.14,2011-08-06
-79.90,40.14,2011-08-13
-79.90,40.14,2011-08-20
-79.90,40.14,2011-08-25
-79.90,40.14,2011-09-01
-79.90,40.14,2011-09-02
-79.90,40.14,2011-09-11
-79.90,40.14,2012-05-29
-79.90,40.14,2012-06-27
-79.90,40.14,2012-07-10
-79.90,40.14,2012-07-17
-79.90,40.14,2012-07-27
-79.90,40.14,2013-06-15
-79.90,40.14,2013-06-22
-79.90,40.14,2013-07-13
-79.90,40.14,2013-08-25
-79.90,40.14,2013-09-07
-79.90,40.14,2014-06-21
-79.90,40.14,2014-07-22
-79.90,40.14,2014-08-06
-79.90,40.14,2014-08-19
-79.90,40.14,2014-08-25
-79.90,40.14,2014-08-30
-79.90,40.14,2015-07-05
-79.90,40.14,2015-07-11
-79.90,40.14,2015-07-25
-79.90,40.14,2015-08-02
-79.90,40.14,2015-08-08
-79.90,40.14,2015-08-15
-79.90,40.14,2016-06-21
-79.90,40.14,2016-07-05
-79.90,40.14,2016-07-17
-79.90,40.14,2016-07-31
-79.90,40.14,2016-08-09
-79.90,40.14,2016-08-15
-79.90,40.14,2016-09-23
-77.43,38.75,2009-06-14
-77.43,38.75,2012-05-21
-77.12,38.97,2010-06-03
-77.12,38.97,2010-06-24
-77.12,38.97,2010-07-06
-87.88,41.95,2009-06-15
-87.88,41.95,2011-07-14
-87.88,41.95,2012-06-10
-79.96,40.33,2009-07-21
-79.96,40.33,2010-07-27
-75.41,40.44,2009-06-18
-79.90,40.43,2009-06-23
-79.90,40.43,2009-06-30
-79.90,40.43,2009-07-10
-79.90,40.43,2009-07-19
-79.90,40.43,2009-08-05
-75.38,39.92,2009-07-20
-75.38,39.92,2009-09-08
-96.26,30.16,2009-06-17
-96.26,30.16,2009-07-08
-96.26,30.16,2013-05-13
-96.26,30.16,2013-09-14
-79.32,41.86,2009-06-21
-79.32,41.86,2009-07-01
-79.32,41.86,2009-07-13
-79.32,41.86,2009-07-29
-79.32,41.86,2009-08-05
-79.32,41.86,2009-08-13
-79.32,41.86,2009-09-02
-98.27,29.59,2011-04-14
-86.51,39.16,2009-06-16
-86.51,39.16,2009-06-23
-86.51,39.16,2009-07-06
-86.51,39.16,2009-07-13
-86.51,39.16,2009-07-21
-86.51,39.16,2009-07-29
-86.51,39.16,2009-08-05
-86.51,39.16,2009-08-11
-86.51,39.16,2010-06-07
-86.51,39.16,2010-06-16
-86.51,39.16,2012-06-11
-86.51,39.16,2012-06-18
-75.83,40.16,2010-06-24
-75.83,40.16,2010-07-03
-96.02,30.35,2010-04-13
-96.02,30.35,2010-04-28
-96.02,30.35,2011-03-30
-96.02,30.35,2015-05-21
-76.15,41.04,2009-06-24
-76.15,41.04,2009-06-29
-73.56,42.37,2009-07-30
-73.56,42.37,2009-08-13
-73.56,42.37,2009-08-30
-73.56,42.37,2009-09-08
-75.60,41.53,2009-06-16
-90.07,32.46,2009-06-16
-80.05,40.89,2009-06-24
-82.13,35.66,2009-06-24
-82.13,35.66,2009-07-02
-77.02,39.00,2009-06-20
-77.02,39.00,2009-06-27
-77.02,39.00,2009-07-07
-77.02,39.00,2009-08-10
-79.76,40.58,2009-07-27
-78.41,38.20,2009-07-26
-78.41,38.20,2009-08-12
-78.41,38.20,2009-08-17
-78.41,38.20,2009-08-21
-78.41,38.20,2009-08-23
-78.41,38.20,2009-08-28
-78.41,38.20,2010-05-27
-78.41,38.20,2010-06-23
-78.41,38.20,2010-08-06
-78.41,38.20,2010-08-23
-78.41,38.20,2011-07-07
-78.41,38.20,2012-09-13
-78.41,38.20,2013-09-29
-78.41,38.20,2014-05-25
-78.41,38.20,2014-08-13
-78.41,38.20,2015-05-21
-78.41,38.20,2015-06-17
-84.27,30.58,2009-06-15
-80.02,40.30,2009-07-09
-79.95,40.59,2011-07-27
-79.95,40.59,2011-08-16
-79.95,40.59,2011-09-02
-79.95,40.59,2012-05-28
-80.75,35.06,2010-06-24
-88.24,43.00,2009-06-17
-88.24,43.00,2009-07-06
-88.24,43.00,2009-07-21
-71.24,42.51,2009-06-17
-95.48,29.66,2009-06-18
-95.48,29.66,2009-06-19
-97.30,31.61,2010-09-20
-80.12,40.25,2009-06-22
-80.12,40.25,2009-07-01
-80.12,40.25,2009-08-01
-80.12,40.25,2009-08-16
-90.78,38.79,2009-06-18
-90.78,38.79,2009-06-19
-86.22,41.67,2009-07-06
-86.22,41.67,2009-07-09
-86.22,41.67,2009-07-26
-86.22,41.67,2009-07-28
-86.22,41.67,2010-05-21
-86.22,41.67,2010-05-22
-86.22,41.67,2010-06-16
-70.09,41.76,2009-06-28
-70.09,41.76,2009-08-16
-94.75,38.87,2009-06-18
-94.75,38.87,2009-06-25
-94.75,38.87,2009-07-02
-94.75,38.87,2009-07-09
-94.75,38.87,2009-07-23
-80.34,36.09,2009-05-18
-71.89,42.66,2009-06-10
-72.73,41.76,2009-06-11
-81.89,41.44,2009-06-28
-81.89,41.44,2009-07-11
-81.89,41.44,2009-07-21
-81.89,41.44,2009-07-26
-81.89,41.44,2009-08-07
-81.89,41.44,2009-08-15
-74.94,39.81,2009-06-19
-71.60,42.77,2009-06-19
-71.60,42.77,2009-07-31
-71.60,42.77,2009-08-08
-71.60,42.77,2009-08-15
-71.60,42.77,2009-08-22
-72.60,41.69,2009-07-01
-74.98,39.87,2009-06-25
-74.98,39.87,2009-07-02
-78.49,38.04,2009-06-19
-78.49,38.04,2009-06-28
-81.96,35.36,2009-06-21
-70.93,42.47,2009-06-18
-85.64,44.67,2009-06-18
-85.64,44.67,2009-07-09
-85.64,44.67,2011-06-17
-80.25,40.18,2009-06-20
-71.47,42.27,2009-06-20
-86.67,36.16,2009-06-21
-86.67,36.16,2009-07-28
-86.36,41.96,2009-06-20
-89.42,43.07,2009-06-20
-73.65,40.76,2009-06-19
-72.25,41.01,2009-08-13
-77.12,38.74,2009-07-15
-74.21,40.99,2009-06-24
-74.21,40.99,2009-07-23
-74.21,40.99,2010-07-07
-95.64,30.22,2009-06-21
-95.64,30.22,2009-06-28
-95.64,30.22,2009-07-05
-95.64,30.22,2009-07-12
-95.64,30.22,2009-07-20
-95.64,30.22,2009-07-26
-95.64,30.22,2009-08-02
-72.40,41.09,2009-06-22
-72.40,41.09,2009-08-13
-72.40,41.09,2013-06-02
-71.63,42.43,2016-06-19
-75.61,40.00,2009-07-11
-75.61,40.00,2010-05-25
-75.61,40.00,2011-05-25
-75.61,40.00,2015-05-30
-75.61,40.00,2015-06-04
-75.61,40.00,2016-05-12
-73.88,41.18,2009-06-19
-77.01,38.98,2009-06-14
-77.01,38.98,2009-06-24
-77.01,38.98,2009-07-08
-77.01,38.98,2009-07-24
-77.01,38.98,2009-08-05
-77.01,38.98,2009-08-06
-77.01,38.98,2009-08-10
-74.96,39.86,2009-08-06
-79.86,40.63,2009-06-25
-79.86,40.63,2009-06-28
-79.86,40.63,2009-07-08
-79.86,40.63,2010-06-23
-75.72,40.02,2009-07-09
-75.72,40.02,2009-07-12
-75.72,40.02,2009-08-06
-75.72,40.02,2009-08-15
-75.72,40.02,2009-08-23
-75.72,40.02,2009-08-29
-75.72,40.02,2009-09-02
-76.54,37.09,2009-06-20
-73.47,42.32,2009-06-21
-73.47,42.32,2009-07-04
-73.47,42.32,2009-07-15
-73.47,42.32,2009-07-27
-73.47,42.32,2009-08-08
-73.47,42.32,2009-08-16
-73.47,42.32,2009-09-06
-73.47,42.32,2009-09-08
-73.70,40.83,2009-06-29
-73.70,40.83,2009-07-06
-73.70,40.83,2009-07-13
-73.70,40.83,2009-08-06
-73.70,40.83,2009-08-13
-104.99,40.58,2009-06-30
-75.68,36.04,2013-05-31
-75.68,36.04,2013-06-15
-76.31,36.90,2009-06-26
-76.31,36.90,2009-06-28
-76.31,36.90,2009-06-29
-76.31,36.90,2009-06-30
-76.31,36.90,2009-07-02
-76.31,36.90,2009-07-07
-76.31,36.90,2009-07-09
-76.31,36.90,2009-07-17
-76.31,36.90,2009-07-22
-76.31,36.90,2009-07-27
-76.31,36.90,2009-08-01
-76.31,36.90,2009-08-07
-76.31,36.90,2009-08-14
-76.31,36.90,2009-08-17
-76.31,36.90,2009-08-29
-76.31,36.90,2009-09-02
-76.31,36.90,2009-09-07
-76.31,36.90,2009-09-11
-76.31,36.90,2009-09-16
-76.31,36.90,2009-09-18
-76.31,36.90,2009-09-29
-76.42,36.80,2010-04-12
-76.42,36.80,2010-04-25
-76.42,36.80,2010-05-05
-76.42,36.80,2010-05-26
-76.42,36.80,2010-05-28
-76.42,36.80,2010-06-04
-76.42,36.80,2010-06-16
-76.42,36.80,2010-06-25
-76.42,36.80,2010-06-30
-76.42,36.80,2010-07-07
-76.42,36.80,2010-07-14
-76.42,36.80,2010-07-21
-76.42,36.80,2010-07-28
-76.42,36.80,2010-08-23
-76.42,36.80,2010-09-01
-76.42,36.80,2010-09-09
-76.42,36.80,2010-09-16
-76.42,36.80,2010-09-22
-76.42,36.80,2010-10-07
-76.42,36.80,2010-10-13
-76.42,36.80,2010-10-27
-76.42,36.80,2010-11-16
-76.42,36.80,2010-11-30
-76.42,36.80,2011-02-02
-76.42,36.80,2011-03-12
-76.42,36.80,2011-04-07
-76.42,36.80,2011-04-11
-76.42,36.80,2011-05-03
-76.42,36.80,2011-05-18
-76.42,36.80,2011-05-19
-76.42,36.80,2011-06-15
-76.42,36.80,2011-06-22
-76.42,36.80,2011-06-29
-76.42,36.80,2011-07-06
-76.42,36.80,2011-07-15
-76.42,36.80,2011-07-20
-76.42,36.80,2011-08-10
-76.42,36.80,2011-08-31
-76.42,36.80,2011-09-07
-76.42,36.80,2011-09-14
-76.42,36.80,2011-10-07
-76.42,36.80,2011-10-12
-76.42,36.80,2011-10-19
-76.42,36.80,2011-10-27
-76.42,36.80,2011-11-02
-76.42,36.80,2011-11-09
-76.42,36.80,2011-11-16
-76.42,36.80,2011-11-30
-76.42,36.80,2011-12-07
-76.42,36.80,2011-12-14
-76.42,36.80,2011-12-22
-76.42,36.80,2012-01-01
-76.42,36.80,2012-01-31
-76.42,36.80,2012-02-22
-76.42,36.80,2012-02-29
-76.42,36.80,2012-03-01
-76.42,36.80,2012-03-07
-76.42,36.80,2012-03-14
-76.42,36.80,2012-03-28
-76.42,36.80,2012-05-02
-76.42,36.80,2012-05-22
-76.42,36.80,2012-08-17
-76.42,36.80,2012-09-19
-69.19,45.03,2010-06-12
-76.11,36.79,2009-06-22
-76.04,36.89,2009-06-25
-95.35,31.46,2009-06-25
-95.35,31.46,2009-07-02
-95.35,31.46,2009-07-08
-93.25,36.64,2009-06-25
-93.25,36.64,2009-07-23
-93.25,36.64,2009-08-01
-93.25,36.64,2009-08-08
-71.23,42.43,2009-07-12
-71.23,42.43,2009-07-25
-77.83,39.43,2009-06-23
-77.83,39.43,2009-07-02
-94.54,38.80,2009-06-23
-76.33,36.63,2009-06-23
-76.33,36.63,2009-06-29
-80.33,40.78,2009-06-23
-80.33,40.78,2009-06-30
-80.33,40.78,2009-07-05
-80.33,40.78,2009-07-21
-80.33,40.78,2009-07-28
-80.33,40.78,2009-08-04
-80.33,40.78,2009-08-11
-80.33,40.78,2010-05-29
-80.33,40.78,2010-06-04
-80.33,40.78,2010-06-10
-80.33,40.78,2010-06-18
-80.33,40.78,2010-06-25
-80.33,40.78,2010-07-02
-80.33,40.78,2010-07-30
-80.33,40.78,2011-06-08
-80.33,40.78,2011-06-09
-80.33,40.78,2011-06-10
-80.33,40.78,2011-06-19
-80.33,40.78,2011-06-28
-80.33,40.78,2011-07-07
-80.33,40.78,2011-07-15
-80.33,40.78,2011-08-06
-80.33,40.78,2012-04-12
-80.33,40.78,2012-05-04
-80.33,40.78,2012-05-28
-80.33,40.78,2012-06-19
-80.33,40.78,2012-07-01
-80.33,40.78,2012-07-12
-80.33,40.78,2013-05-09
-80.33,40.78,2013-06-15
-80.33,40.78,2013-07-04
-80.33,40.78,2014-05-08
-80.33,40.78,2014-05-28
-80.33,40.78,2014-06-09
-80.33,40.78,2014-06-17
-80.33,40.78,2014-06-29
-80.33,40.78,2014-09-11
-80.33,40.78,2015-06-12
-80.33,40.78,2015-06-17
-80.33,40.78,2015-06-24
-80.33,40.78,2016-05-12
-71.67,41.97,2009-06-22
-71.67,41.97,2009-06-23
-71.67,41.97,2009-07-07
-71.67,41.97,2009-07-09
-71.67,41.97,2009-07-10
-71.67,41.97,2009-07-14
-71.67,41.97,2009-07-21
-71.67,41.97,2009-07-26
-71.67,41.97,2009-07-27
-71.67,41.97,2009-07-29
-71.67,41.97,2009-08-03
-71.67,41.97,2009-08-06
-79.82,40.43,2009-07-15
-79.82,40.43,2011-07-11
-76.12,36.89,2009-06-26
-76.12,36.89,2009-07-02
-70.38,44.04,2009-06-22
-70.38,44.04,2009-07-05
-73.89,40.66,2009-07-05
-76.08,36.85,2009-07-07
-76.08,36.85,2010-06-11
-76.08,36.85,2010-06-18
-79.77,40.45,2009-07-12
-79.77,40.45,2009-07-21
-79.77,40.45,2009-07-22
-79.77,40.45,2009-08-01
-79.77,40.45,2009-08-09
-79.77,40.45,2009-08-16
-79.77,40.45,2009-08-25
-79.77,40.45,2009-08-30
-79.77,40.45,2009-09-07
-79.77,40.45,2010-05-05
-79.77,40.45,2010-05-13
-79.77,40.45,2010-05-19
-79.77,40.45,2010-06-29
-79.77,40.45,2010-07-06
-79.77,40.45,2010-07-13
-79.77,40.45,2010-07-20
-79.77,40.45,2010-08-02
-79.77,40.45,2011-05-12
-79.77,40.45,2011-05-19
-79.77,40.45,2011-05-26
-79.77,40.45,2011-06-16
-79.77,40.45,2011-06-22
-79.77,40.45,2011-06-30
-79.77,40.45,2011-07-13
-79.77,40.45,2011-07-20
-79.77,40.45,2011-07-27
-79.77,40.45,2011-08-20
-79.77,40.45,2011-09-08
-79.77,40.45,2012-06-05
-79.77,40.45,2012-06-13
-79.77,40.45,2012-06-20
-79.77,40.45,2012-06-27
-79.77,40.45,2012-07-04
-79.77,40.45,2012-07-11
-79.77,40.45,2012-07-18
-79.77,40.45,2012-07-25
-79.77,40.45,2012-08-08
-79.77,40.45,2012-08-15
-79.77,40.45,2012-08-22
-79.77,40.45,2012-08-29
-79.77,40.45,2012-09-09
-79.77,40.45,2013-06-01
-79.77,40.45,2013-06-08
-79.77,40.45,2013-06-22
-79.77,40.45,2013-06-29
-79.77,40.45,2013-07-06
-79.77,40.45,2013-07-13
-79.77,40.45,2014-06-11
-79.77,40.45,2014-06-18
-79.77,40.45,2014-06-25
-79.77,40.45,2014-07-02
-79.77,40.45,2014-07-09
-79.77,40.45,2014-07-16
-79.77,40.45,2014-07-23
-79.77,40.45,2014-07-30
-79.77,40.45,2014-08-06
-79.77,40.45,2014-08-14
-79.77,40.45,2014-08-21
-79.77,40.45,2014-08-28
-79.77,40.45,2015-06-03
-79.77,40.45,2015-06-10
-94.02,29.99,2009-06-23
-73.10,40.91,2009-06-28
-73.10,40.91,2009-07-02
-73.10,40.91,2009-07-14
-73.10,40.91,2009-07-21
-73.10,40.91,2009-07-28
-73.10,40.91,2009-08-11
-73.10,40.91,2010-07-04
-73.10,40.91,2011-06-19
-73.10,40.91,2011-07-10
-85.67,38.20,2009-06-22
-76.04,36.91,2009-07-03
-76.04,36.91,2009-07-12
-76.04,36.91,2009-07-18
-76.04,36.91,2009-07-24
-76.04,36.91,2010-06-27
-76.04,36.91,2010-07-06
-76.04,36.91,2010-07-18
-72.44,42.42,2010-05-07
-72.44,42.42,2010-06-28
-84.31,33.89,2010-06-12
-78.00,39.36,2009-06-24
-78.00,39.36,2009-07-01
-78.00,39.36,2009-07-05
-78.00,39.36,2009-07-13
-78.00,39.36,2009-07-27
-78.00,39.36,2009-07-31
-78.00,39.36,2009-08-10
-78.00,39.36,2009-08-15
-78.00,39.36,2009-08-24
-78.00,39.36,2009-08-27
-71.54,42.37,2009-06-23
-84.45,39.09,2009-06-24
-75.21,40.18,2009-06-23
-84.26,33.75,2009-06-23
-93.91,30.37,2009-08-13
-86.35,40.19,2009-07-07
-93.98,30.15,2009-06-24
-93.98,30.15,2011-04-08
-93.98,30.15,2011-04-22
-93.98,30.15,2011-04-29
-94.43,30.56,2010-08-13
-74.65,40.84,2009-06-24
-74.65,40.84,2009-07-01
-74.65,40.84,2009-07-30
-74.65,40.84,2009-08-19
-81.58,41.49,2009-06-26
-81.58,41.49,2009-07-02
-81.58,41.49,2009-07-05
-81.58,41.49,2009-07-15
-71.10,42.77,2009-06-26
-84.81,33.34,2009-06-05
-77.12,38.92,2009-06-24
-77.12,38.92,2009-06-29
-81.24,35.68,2009-07-08
-86.45,41.95,2009-06-24
-92.36,38.96,2009-08-07
-92.36,38.96,2009-08-20
-92.36,38.96,2009-08-31
-92.36,38.96,2009-11-01
-92.36,38.96,2010-06-11
-92.36,38.96,2010-07-17
-92.36,38.96,2010-09-04
-92.36,38.96,2011-08-20
-92.36,38.96,2012-07-01
-84.94,34.51,2009-07-04
-84.94,34.51,2014-06-21
-75.85,40.00,2009-07-28
-75.85,40.00,2009-08-16
-75.85,40.00,2009-09-03
-75.85,40.00,2009-09-11
-77.74,39.33,2009-07-07
-74.68,41.13,2009-09-01
-74.68,41.13,2009-09-11
-74.68,41.13,2010-06-03
-74.68,41.13,2010-06-17
-74.68,41.13,2010-07-17
-74.68,41.13,2010-07-30
-74.68,41.13,2010-08-05
-74.68,41.13,2010-08-12
-74.68,41.13,2010-08-19
-74.68,41.13,2011-08-04
-74.68,41.13,2011-08-11
-74.68,41.13,2011-08-18
-74.68,41.13,2012-06-07
-88.35,36.58,2009-07-08
-88.35,36.58,2009-07-16
-88.35,36.58,2009-07-23
-88.35,36.58,2009-07-30
-88.35,36.58,2009-08-06
-88.35,36.58,2009-08-12
-88.35,36.58,2009-08-21
-88.35,36.58,2009-09-11
-88.35,36.58,2010-06-24
-88.35,36.58,2010-07-14
-88.35,36.58,2010-07-22
-88.35,36.58,2010-07-31
-88.35,36.58,2010-08-07
-88.35,36.58,2010-08-15
-88.35,36.58,2010-08-22
-88.35,36.58,2010-09-05
-88.35,36.58,2011-05-29
-88.35,36.58,2011-06-05
-88.35,36.58,2011-06-12
-88.35,36.58,2011-06-25
-88.35,36.58,2011-07-03
-88.35,36.58,2011-07-10
-88.35,36.58,2011-07-18
-88.35,36.58,2011-07-24
-88.35,36.58,2011-08-06
-88.35,36.58,2011-08-21
-88.35,36.58,2011-08-28
-88.35,36.58,2011-09-04
-88.35,36.58,2011-09-11
-88.35,36.58,2012-04-28
-88.35,36.58,2012-05-20
-88.35,36.58,2012-06-03
-88.35,36.58,2012-06-10
-88.35,36.58,2012-06-17
-88.35,36.58,2012-06-24
-88.35,36.58,2012-07-01
-88.35,36.58,2012-07-10
-88.35,36.58,2012-07-15
-88.35,36.58,2012-07-22
-88.35,36.58,2012-07-30
-88.35,36.58,2012-08-08
-88.35,36.58,2012-08-14
-88.35,36.58,2012-08-23
-88.35,36.58,2012-08-26
-88.35,36.58,2013-05-26
-88.35,36.58,2013-06-02
-88.35,36.58,2013-06-09
-88.35,36.58,2013-06-18
-88.35,36.58,2013-06-23
-88.35,36.58,2013-06-30
-88.35,36.58,2013-07-07
-88.35,36.58,2013-07-14
-88.35,36.58,2013-07-21
-88.35,36.58,2013-08-04
-88.35,36.58,2013-08-11
-88.35,36.58,2013-08-18
-88.35,36.58,2013-08-25
-88.35,36.58,2013-09-01
-88.35,36.58,2013-09-08
-88.35,36.58,2013-09-15
-88.35,36.58,2013-09-16
-88.35,36.58,2013-09-22
-88.35,36.58,2013-09-29
-88.35,36.58,2014-05-05
-88.35,36.58,2014-05-11
-88.35,36.58,2014-05-18
-88.35,36.58,2014-05-25
-88.35,36.58,2014-06-02
-88.35,36.58,2014-06-08
-88.35,36.58,2014-06-15
-88.35,36.58,2014-06-22
-88.35,36.58,2014-06-29
-88.35,36.58,2014-07-06
-88.35,36.58,2014-07-13
-88.35,36.58,2014-07-27
-88.35,36.58,2014-08-05
-88.35,36.58,2014-08-11
-88.35,36.58,2014-08-17
-88.35,36.58,2014-08-24
-88.35,36.58,2014-08-31
-88.35,36.58,2015-05-08
-88.35,36.58,2015-05-16
-88.35,36.58,2015-05-24
-88.35,36.58,2015-06-01
-88.35,36.58,2015-06-08
-88.35,36.58,2015-06-15
-88.35,36.58,2015-06-22
-88.35,36.58,2015-07-01
-88.35,36.58,2015-07-07
-88.35,36.58,2015-07-13
-88.35,36.58,2015-07-20
-88.35,36.58,2015-08-04
-88.35,36.58,2015-08-12
-88.35,36.58,2015-08-18
-88.35,36.58,2015-08-25
-88.35,36.58,2015-09-01
-88.35,36.58,2015-09-07
-88.35,36.58,2015-09-16
-88.35,36.58,2016-05-01
-88.35,36.58,2016-05-08
-88.35,36.58,2016-05-17
-88.35,36.58,2016-05-22
-88.35,36.58,2016-05-29
-88.35,36.58,2016-06-05
-88.35,36.58,2016-06-12
-88.35,36.58,2016-06-19
-88.35,36.58,2016-06-27
-88.35,36.58,2016-07-03
-88.35,36.58,2016-07-11
-88.35,36.58,2016-07-24
-88.35,36.58,2016-07-31
-88.35,36.58,2016-08-08
-88.35,36.58,2016-08-14
-88.35,36.58,2016-08-21
-88.35,36.58,2016-08-24
-88.35,36.58,2016-08-30
-88.35,36.58,2016-09-04
-88.35,36.58,2016-09-11
-88.35,36.58,2016-09-25
-80.53,41.46,2009-06-26
-80.53,41.46,2009-07-24
-80.53,41.46,2009-08-07
-80.53,41.46,2009-08-14
-80.53,41.46,2009-08-22
-80.53,41.46,2009-08-29
-80.53,41.46,2010-06-04
-80.53,41.46,2011-05-12
-80.53,41.46,2011-05-21
-80.53,41.46,2011-05-30
-80.53,41.46,2011-06-05
-80.53,41.46,2011-07-25
-80.53,41.46,2011-08-12
-80.53,41.46,2011-08-17
-80.53,41.46,2012-05-21
-79.92,40.60,2009-06-26
-79.92,40.60,2009-07-03
-79.92,40.60,2009-07-10
-79.92,40.60,2009-07-14
-79.92,40.60,2009-07-28
-79.92,40.60,2009-08-02
-79.92,40.60,2009-08-13
-71.15,42.49,2009-06-26
-84.72,37.98,2009-07-31
-71.45,41.99,2013-05-29
-94.84,45.17,2010-06-05
-94.84,45.17,2010-06-09
-76.05,39.74,2009-06-27
-76.05,39.74,2009-08-16
-76.05,39.74,2009-09-12
-76.05,39.74,2010-07-11
-76.05,39.74,2010-07-18
-76.05,39.74,2010-08-15
-76.05,39.74,2010-08-29
-76.31,36.89,2009-06-27
-76.31,36.89,2009-06-29
-80.15,40.47,2009-06-27
-80.15,40.47,2009-07-15
-76.39,37.00,2009-06-27
-84.28,34.08,2009-06-27
-88.60,42.21,2009-06-27
-88.60,42.21,2009-07-05
-95.98,41.25,2009-06-28
-74.62,39.37,2009-06-28
-74.62,39.37,2009-07-11
